MsgID.STATE,0.0000000,False,False
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,54.8360000,73.7009811,-0.0916458,0.0416324
MsgID.LOCAL_VELOCITY,54.8360000,-0.0000211,0.0000077,0.0000175
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974535,37.7931448,-0.0620000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,55.0860000,73.8146973,-0.0246525,0.0628920
MsgID.LOCAL_VELOCITY,55.0860000,-0.0000210,0.0000036,0.0000129
MsgID.GLOBAL_POSITION,0.0000000,-122.3974537,37.7931436,-0.0690000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,55.3370000,73.6873856,-0.0399286,0.0695789
MsgID.LOCAL_VELOCITY,55.3370000,-0.0000282,-0.0000049,0.0000223
MsgID.GLOBAL_POSITION,0.0000000,-122.3974522,37.7931449,-0.0600000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,55.5870000,73.8340454,0.0903689,0.0607906
MsgID.LOCAL_VELOCITY,55.5870000,-0.0000283,0.0000004,0.0000203
MsgID.GLOBAL_POSITION,0.0000000,-122.3974542,37.7931442,-0.0390000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,55.8370000,73.7563705,-0.0815975,0.0393484
MsgID.LOCAL_VELOCITY,55.8370000,-0.0000304,0.0000016,0.0000200
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974546,37.7931435,-0.0080000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,56.0870000,73.6760712,-0.1154475,0.0082807
MsgID.LOCAL_VELOCITY,56.0870000,-0.0000180,-0.0000032,0.0000170
MsgID.GLOBAL_POSITION,0.0000000,-122.3974524,37.7931445,0.0250000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,56.3370000,73.7820892,0.0800807,-0.0255964
MsgID.LOCAL_VELOCITY,56.3370000,-0.0000308,0.0000047,0.0000198
MsgID.GLOBAL_POSITION,0.0000000,-122.3974536,37.7931430,0.0600000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,56.5870000,73.6198425,-0.0289800,-0.0602445
MsgID.LOCAL_VELOCITY,56.5870000,-0.0000327,0.0000133,0.0000113
MsgID.GLOBAL_POSITION,0.0000000,-122.3974538,37.7931422,0.0910000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,56.8370000,73.5361557,-0.0522697,-0.0911836
MsgID.LOCAL_VELOCITY,56.8370000,-0.0000281,-0.0000004,0.0000196
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974539,37.7931424,0.1210000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,57.0870000,73.5550156,-0.0527595,-0.1211788
MsgID.LOCAL_VELOCITY,57.0870000,-0.0000359,-0.0000036,0.0000199
MsgID.GLOBAL_POSITION,0.0000000,-122.3974536,37.7931441,0.1490000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,57.3380000,73.7388077,-0.0333759,-0.1498585
MsgID.LOCAL_VELOCITY,57.3380000,-0.0000239,-0.0000059,0.0000232
MsgID.GLOBAL_POSITION,0.0000000,-122.3974520,37.7931445,0.1760000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,57.5880000,73.7895279,0.1092318,-0.1765081
MsgID.LOCAL_VELOCITY,57.5880000,-0.0000285,0.0000024,0.0000178
MsgID.GLOBAL_POSITION,0.0000000,-122.3974527,37.7931424,0.1980000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,57.8380000,73.5520477,0.0520450,-0.1986090
MsgID.LOCAL_VELOCITY,57.8380000,-0.0000221,0.0000100,0.0000212
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974547,37.7931421,0.2140000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,58.0880000,73.5176849,-0.1240946,-0.2148115
MsgID.LOCAL_VELOCITY,58.0880000,-0.0000187,-0.0000050,0.0000178
MsgID.GLOBAL_POSITION,0.0000000,-122.3974553,37.7931429,0.2220000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,58.3380000,73.6035767,-0.1822693,-0.2227718
MsgID.LOCAL_VELOCITY,58.3380000,-0.0000190,-0.0000000,0.0000138
MsgID.GLOBAL_POSITION,0.0000000,-122.3974529,37.7931433,0.2200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,58.5880000,73.6484375,0.0325567,-0.2206287
MsgID.LOCAL_VELOCITY,58.5880000,-0.0000291,0.0000117,0.0000120
MsgID.GLOBAL_POSITION,0.0000000,-122.3974521,37.7931448,0.2070000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,58.8380000,73.8201523,0.1071247,-0.2070311
MsgID.LOCAL_VELOCITY,58.8380000,-0.0000307,0.0000071,0.0000124
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974524,37.7931444,0.1800000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,59.0890000,73.7794266,0.0795909,-0.1804621
MsgID.LOCAL_VELOCITY,59.0890000,-0.0000282,0.0000016,0.0000210
MsgID.GLOBAL_POSITION,0.0000000,-122.3974537,37.7931434,0.1430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,59.3400000,73.6601868,-0.0429056,-0.1434526
MsgID.LOCAL_VELOCITY,59.3400000,-0.0000269,0.0000037,0.0000107
MsgID.GLOBAL_POSITION,0.0000000,-122.3974539,37.7931437,0.0960000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,59.5900000,73.6965942,-0.0582733,-0.0966244
MsgID.LOCAL_VELOCITY,59.5900000,-0.0000306,0.0000058,0.0000219
MsgID.GLOBAL_POSITION,0.0000000,-122.3974548,37.7931437,0.0500000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,59.8410000,73.6979218,-0.1399312,-0.0501544
MsgID.LOCAL_VELOCITY,59.8410000,-0.0000201,0.0000030,0.0000137
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974555,37.7931431,0.0040000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,60.0910000,73.6277542,-0.1971213,-0.0047731
MsgID.LOCAL_VELOCITY,60.0910000,-0.0000312,-0.0000022,0.0000116
MsgID.GLOBAL_POSITION,0.0000000,-122.3974538,37.7931424,-0.0260000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,60.3410000,73.5512695,-0.0467992,0.0268913
MsgID.LOCAL_VELOCITY,60.3410000,-0.0000302,0.0000066,0.0000185
MsgID.GLOBAL_POSITION,0.0000000,-122.3974537,37.7931435,-0.0480000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,60.5910000,73.6811523,-0.0375621,0.0488820
MsgID.LOCAL_VELOCITY,60.5910000,-0.0000195,-0.0000080,0.0000201
MsgID.GLOBAL_POSITION,0.0000000,-122.3974538,37.7931436,-0.0570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,60.8410000,73.6896057,-0.0522697,0.0576978
MsgID.LOCAL_VELOCITY,60.8410000,-0.0000280,-0.0000017,0.0000102
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974537,37.7931442,-0.0550000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,61.0920000,73.7527542,-0.0406849,0.0559374
MsgID.LOCAL_VELOCITY,61.0920000,-0.0000290,0.0000114,0.0000171
MsgID.GLOBAL_POSITION,0.0000000,-122.3974536,37.7931440,-0.0440000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,61.3430000,73.7296982,-0.0348060,0.0447921
MsgID.LOCAL_VELOCITY,61.3430000,-0.0000219,-0.0000017,0.0000221
MsgID.GLOBAL_POSITION,0.0000000,-122.3974555,37.7931425,-0.0250000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,61.5930000,73.5677338,-0.1978084,0.0251527
MsgID.LOCAL_VELOCITY,61.5930000,-0.0000189,0.0000058,0.0000218
MsgID.GLOBAL_POSITION,0.0000000,-122.3974546,37.7931423,-0.0010000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,61.8430000,73.5371170,-0.1170995,0.0019758
MsgID.LOCAL_VELOCITY,61.8430000,-0.0000179,-0.0000028,0.0000174
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974534,37.7931427,0.0260000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,62.0930000,73.5907974,-0.0144882,-0.0264501
MsgID.LOCAL_VELOCITY,62.0930000,-0.0000231,0.0000014,0.0000137
MsgID.GLOBAL_POSITION,0.0000000,-122.3974530,37.7931446,0.0540000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,62.3430000,73.8009033,0.0187813,-0.0545521
MsgID.LOCAL_VELOCITY,62.3430000,-0.0000195,-0.0000052,0.0000166
MsgID.GLOBAL_POSITION,0.0000000,-122.3974553,37.7931446,0.0860000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,62.5940000,73.7993851,-0.1810040,-0.0867829
MsgID.LOCAL_VELOCITY,62.5940000,-0.0000222,-0.0000040,0.0000211
MsgID.GLOBAL_POSITION,0.0000000,-122.3974541,37.7931433,0.1170000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,62.8440000,73.6525345,-0.0777378,-0.1176373
MsgID.LOCAL_VELOCITY,62.8440000,-0.0000221,-0.0000063,0.0000167
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974528,37.7931424,0.1530000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,63.0940000,73.5511780,0.0408033,-0.1533428
MsgID.LOCAL_VELOCITY,63.0940000,-0.0000311,0.0000019,0.0000187
MsgID.GLOBAL_POSITION,0.0000000,-122.3974552,37.7931437,0.1830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,63.3450000,73.7032318,-0.1717073,-0.1830381
MsgID.LOCAL_VELOCITY,63.3450000,-0.0000258,-0.0000078,0.0000046
MsgID.GLOBAL_POSITION,0.0000000,-122.3974543,37.7931443,0.2060000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,63.5950000,73.7663727,-0.0944519,-0.2060474
MsgID.LOCAL_VELOCITY,63.5950000,-0.0000228,0.0000011,0.0000062
MsgID.GLOBAL_POSITION,0.0000000,-122.3974539,37.7931438,0.2140000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,63.8450000,73.7138367,-0.0529706,-0.2144765
MsgID.LOCAL_VELOCITY,63.8450000,-0.0000274,0.0000042,0.0000079
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974545,37.7931450,0.2080000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,64.0950000,73.8431854,-0.1142254,-0.2082992
MsgID.LOCAL_VELOCITY,64.0950000,-0.0000285,-0.0000038,0.0000070
MsgID.GLOBAL_POSITION,0.0000000,-122.3974553,37.7931436,0.1900000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,64.3450000,73.6846161,-0.1785828,-0.1903443
MsgID.LOCAL_VELOCITY,64.3450000,-0.0000100,-0.0000052,0.0000076
MsgID.GLOBAL_POSITION,0.0000000,-122.3974551,37.7931430,0.1600000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,64.5950000,73.6198120,-0.1641593,-0.1607520
MsgID.LOCAL_VELOCITY,64.5950000,-0.0001655,0.0006934,0.0097233
MsgID.GLOBAL_POSITION,0.0000000,-122.3974533,37.7931448,0.1310000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,64.8460000,73.8213272,-0.0050744,-0.1310201
MsgID.LOCAL_VELOCITY,64.8460000,-0.0025622,0.0051206,0.0024698
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974525,37.7931444,0.1060000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,-0.1000000
MsgID.LOCAL_POSITION,65.0960000,73.7748337,0.0644898,-0.1061634
MsgID.LOCAL_VELOCITY,65.0960000,-0.0199242,0.0046241,-0.1039645
MsgID.GLOBAL_POSITION,0.0000000,-122.3974552,37.7931430,0.1110000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,0.0000000,-0.1600000
MsgID.LOCAL_POSITION,65.3460000,73.6157532,-0.1720430,-0.1111699
MsgID.LOCAL_VELOCITY,65.3460000,-0.0303856,0.0014906,-0.1624494
MsgID.GLOBAL_POSITION,0.0000000,-122.3974531,37.7931423,0.1430000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0100000,-0.2700000
MsgID.LOCAL_POSITION,65.5970000,73.5400848,0.0123306,-0.1431685
MsgID.LOCAL_VELOCITY,65.5970000,-0.0173975,0.0186824,-0.2772647
MsgID.GLOBAL_POSITION,0.0000000,-122.3974523,37.7931430,0.2140000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,-0.4300000
MsgID.LOCAL_POSITION,65.8470000,73.6240234,0.0875262,-0.2144346
MsgID.LOCAL_VELOCITY,65.8470000,-0.0028875,0.0141005,-0.4368861
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974540,37.7931444,0.3510000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.5700000
MsgID.LOCAL_POSITION,66.0970000,73.7800598,-0.0650241,-0.3519749
MsgID.LOCAL_VELOCITY,66.0970000,-0.0056567,0.0048271,-0.5771140
MsgID.GLOBAL_POSITION,0.0000000,-122.3974554,37.7931450,0.4960000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0100000,-0.6500000
MsgID.LOCAL_POSITION,66.3470000,73.8456879,-0.1906959,-0.4968827
MsgID.LOCAL_VELOCITY,66.3470000,-0.0222756,0.0118887,-0.6590266
MsgID.GLOBAL_POSITION,0.0000000,-122.3974534,37.7931434,0.6840000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0400000,0.0100000,-0.7600000
MsgID.LOCAL_POSITION,66.5970000,73.6680756,-0.0128811,-0.6852743
MsgID.LOCAL_VELOCITY,66.5970000,-0.0407657,0.0190323,-0.7638015
MsgID.GLOBAL_POSITION,0.0000000,-122.3974530,37.7931441,0.8600000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,0.0100000,-0.8300000
MsgID.LOCAL_POSITION,66.8470000,73.7419968,0.0224350,-0.8604370
MsgID.LOCAL_VELOCITY,66.8470000,-0.0339251,0.0166834,-0.8355772
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974550,37.7931436,1.0860000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0100000,-0.9600000
MsgID.LOCAL_POSITION,67.0970000,73.6907349,-0.1527172,-1.0861788
MsgID.LOCAL_VELOCITY,67.0970000,-0.0241818,0.0110668,-0.9607166
MsgID.GLOBAL_POSITION,0.0000000,-122.3974554,37.7931420,1.3010000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0200000,-1.0000000
MsgID.LOCAL_POSITION,67.3470000,73.5104218,-0.1903405,-1.3019891
MsgID.LOCAL_VELOCITY,67.3470000,-0.0267506,0.0210151,-1.0082413
MsgID.GLOBAL_POSITION,0.0000000,-122.3974550,37.7931429,1.5610000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0300000,-1.1100000
MsgID.LOCAL_POSITION,67.5970000,73.6134186,-0.1504501,-1.5615469
MsgID.LOCAL_VELOCITY,67.5970000,-0.0058360,0.0302812,-1.1183176
MsgID.GLOBAL_POSITION,0.0000000,-122.3974540,37.7931432,1.8150000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0300000,-1.1700000
MsgID.LOCAL_POSITION,67.8480000,73.6400833,-0.0633300,-1.8155395
MsgID.LOCAL_VELOCITY,67.8480000,-0.0038777,0.0329286,-1.1715515
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974517,37.7931436,2.1410000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0200000,-1.3400000
MsgID.LOCAL_POSITION,68.0970000,73.6851273,0.1384770,-2.1412635
MsgID.LOCAL_VELOCITY,68.0970000,-0.0138572,0.0224237,-1.3403252
MsgID.GLOBAL_POSITION,0.0000000,-122.3974518,37.7931437,2.4630000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,-1.4000000
MsgID.LOCAL_POSITION,68.3480000,73.6980057,0.1309596,-2.4634087
MsgID.LOCAL_VELOCITY,68.3480000,-0.0190296,-0.0002755,-1.4026116
MsgID.GLOBAL_POSITION,0.0000000,-122.3974513,37.7931428,2.8690000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,-0.0100000,-1.5000000
MsgID.LOCAL_POSITION,68.5980000,73.5989075,0.1728170,-2.8699920
MsgID.LOCAL_VELOCITY,68.5980000,-0.0260872,-0.0125386,-1.5077171
MsgID.GLOBAL_POSITION,0.0000000,-122.3974535,37.7931414,3.2580000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,-0.0100000,-1.6200000
MsgID.LOCAL_POSITION,68.8480000,73.4465332,-0.0197257,-3.2586715
MsgID.LOCAL_VELOCITY,68.8480000,-0.0164436,-0.0166795,-1.6259516
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974542,37.7931417,3.7250000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-1.6300000
MsgID.LOCAL_POSITION,69.0980000,73.4787903,-0.0857517,-3.7259326
MsgID.LOCAL_VELOCITY,69.0980000,0.0001691,-0.0013953,-1.6318114
MsgID.GLOBAL_POSITION,0.0000000,-122.3974552,37.7931418,4.1530000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0100000,-1.7300000
MsgID.LOCAL_POSITION,69.3480000,73.4817657,-0.1713146,-4.1539078
MsgID.LOCAL_VELOCITY,69.3480000,0.0111954,0.0121679,-1.7383014
MsgID.GLOBAL_POSITION,0.0000000,-122.3974542,37.7931430,4.6610000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0200000,-1.8500000
MsgID.LOCAL_POSITION,69.5990000,73.6204071,-0.0820803,-4.6616225
MsgID.LOCAL_VELOCITY,69.5990000,0.0079767,0.0275962,-1.8593705
MsgID.GLOBAL_POSITION,0.0000000,-122.3974532,37.7931443,5.1270000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0200000,-1.9000000
MsgID.LOCAL_POSITION,69.8480000,73.7647247,0.0020899,-5.1272402
MsgID.LOCAL_VELOCITY,69.8480000,-0.0023661,0.0245603,-1.9089136
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974544,37.7931433,5.6370000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0100000,-1.7800000
MsgID.LOCAL_POSITION,70.0990000,73.6555099,-0.1042500,-5.6374946
MsgID.LOCAL_VELOCITY,70.0990000,-0.0202688,0.0163701,-1.7828426
MsgID.GLOBAL_POSITION,0.0000000,-122.3974520,37.7931419,5.8360000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0100000,0.0300000
MsgID.LOCAL_POSITION,70.3490000,73.4953156,0.1090769,-5.8369246
MsgID.LOCAL_VELOCITY,70.3490000,-0.0199142,0.0159728,0.0369583
MsgID.GLOBAL_POSITION,0.0000000,-122.3974512,37.7931420,5.6920000
MsgID.LOCAL_VELOCITY,0.0000000,-0.3700000,0.0000000,0.4100000
MsgID.LOCAL_POSITION,70.6000000,73.5086365,0.1796580,-5.6922259
MsgID.LOCAL_VELOCITY,70.6000000,-0.3771300,0.0079394,0.4148364
MsgID.GLOBAL_POSITION,0.0000000,-122.3974516,37.7931408,5.6580000
MsgID.LOCAL_VELOCITY,0.0000000,-2.1100000,0.0000000,-0.3800000
MsgID.LOCAL_POSITION,70.8490000,73.3730392,0.1480783,-5.6585226
MsgID.LOCAL_VELOCITY,70.8490000,-2.1180158,0.0032378,-0.3898508
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974529,37.7931330,5.7340000
MsgID.LOCAL_VELOCITY,0.0000000,-3.4200000,0.0000000,-0.3400000
MsgID.LOCAL_POSITION,71.1000000,72.5141983,0.0288225,-5.7348838
MsgID.LOCAL_VELOCITY,71.1000000,-3.4242232,0.0015352,-0.3472201
MsgID.GLOBAL_POSITION,0.0000000,-122.3974523,37.7931243,5.7550000
MsgID.LOCAL_VELOCITY,0.0000000,-4.2900000,0.0000000,-0.0800000
MsgID.LOCAL_POSITION,71.3500000,71.5385895,0.0863087,-5.7558074
MsgID.LOCAL_VELOCITY,71.3500000,-4.2949190,0.0003623,-0.0863536
MsgID.GLOBAL_POSITION,0.0000000,-122.3974529,37.7931139,5.7420000
MsgID.LOCAL_VELOCITY,0.0000000,-5.3300000,0.0000000,0.0500000
MsgID.LOCAL_POSITION,71.6000000,70.3821182,0.0341263,-5.7429924
MsgID.LOCAL_VELOCITY,71.6000000,-5.3319082,0.0009435,0.0523303
MsgID.GLOBAL_POSITION,0.0000000,-122.3974545,37.7931004,5.7600000
MsgID.LOCAL_VELOCITY,0.0000000,-6.3100000,0.0000000,-0.0700000
MsgID.LOCAL_POSITION,71.8510000,68.8871689,-0.1106548,-5.7602692
MsgID.LOCAL_VELOCITY,71.8510000,-6.3139939,0.0004465,-0.0723205
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974528,37.7930858,5.7960000
MsgID.LOCAL_VELOCITY,0.0000000,-7.1900000,0.0000000,0.0800000
MsgID.LOCAL_POSITION,72.1000000,67.2593231,0.0400904,-5.7967281
MsgID.LOCAL_VELOCITY,72.1000000,-7.1950336,0.0033940,0.0833539
MsgID.GLOBAL_POSITION,0.0000000,-122.3974528,37.7930704,5.7870000
MsgID.LOCAL_VELOCITY,0.0000000,-7.9200000,0.0000000,0.2400000
MsgID.LOCAL_POSITION,72.3510000,65.5482178,0.0369073,-5.7876735
MsgID.LOCAL_VELOCITY,72.3510000,-7.9200244,0.0042764,0.2469154
MsgID.GLOBAL_POSITION,0.0000000,-122.3974530,37.7930494,5.7870000
MsgID.LOCAL_VELOCITY,0.0000000,-8.5800000,0.0000000,0.1400000
MsgID.LOCAL_POSITION,72.6010000,63.2195816,0.0241500,-5.7879210
MsgID.LOCAL_VELOCITY,72.6010000,-8.5853891,0.0019906,0.1475938
MsgID.GLOBAL_POSITION,0.0000000,-122.3974528,37.7930325,5.7960000
MsgID.LOCAL_VELOCITY,0.0000000,-8.7300000,0.0000000,0.1900000
MsgID.LOCAL_POSITION,72.8510000,61.3372307,0.0380834,-5.7964277
MsgID.LOCAL_VELOCITY,72.8510000,-8.7351265,-0.0002377,0.1996466
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974530,37.7930109,5.7920000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8200000,0.0000000,0.1100000
MsgID.LOCAL_POSITION,73.1020000,58.9440460,0.0260306,-5.7927265
MsgID.LOCAL_VELOCITY,73.1020000,-8.8208771,-0.0024239,0.1193374
MsgID.GLOBAL_POSITION,0.0000000,-122.3974545,37.7929920,5.7950000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8600000,0.0000000,0.1000000
MsgID.LOCAL_POSITION,73.3520000,56.8374863,-0.1089161,-5.7955418
MsgID.LOCAL_VELOCITY,73.3520000,-8.8643961,-0.0015148,0.1052718
MsgID.GLOBAL_POSITION,0.0000000,-122.3974525,37.7929702,5.7870000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8900000,0.0000000,0.0300000
MsgID.LOCAL_POSITION,73.6020000,54.4205399,0.0638541,-5.7878628
