MsgID.STATE,0.0000000,False,False
MsgID.LOCAL_VELOCITY,0.0000000,0.1000000,0.0000000,0.1900000
MsgID.LOCAL_POSITION,92.3740000,-50.4367790,-3.3533995,-6.0533538
MsgID.LOCAL_VELOCITY,92.3740000,0.1093915,0.0106369,0.2006932
MsgID.GLOBAL_POSITION,0.0000000,-122.3974898,37.7920253,6.0540000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,92.6240000,-50.5654564,-3.2500579,-6.0548668
MsgID.LOCAL_VELOCITY,92.6240000,-0.0024480,0.0000455,-0.0004931
MsgID.GLOBAL_POSITION,0.0000000,-122.3974900,37.7920264,6.0830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,92.8740000,-50.4469795,-3.2684362,-6.0832300
MsgID.LOCAL_VELOCITY,92.8740000,-0.0019923,-0.0000732,0.0003388
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974888,37.7920262,6.1060000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,93.1240000,-50.4704437,-3.1615818,-6.1064858
MsgID.LOCAL_VELOCITY,93.1240000,-0.0023074,0.0001101,-0.0003039
MsgID.GLOBAL_POSITION,0.0000000,-122.3974884,37.7920251,6.1190000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,93.3740000,-50.5943642,-3.1225338,-6.1200061
MsgID.LOCAL_VELOCITY,93.3740000,-0.0021733,0.0001011,-0.0003103
MsgID.GLOBAL_POSITION,0.0000000,-122.3974890,37.7920262,6.1180000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,93.6240000,-50.4638138,-3.1806202,-6.1188369
MsgID.LOCAL_VELOCITY,93.6240000,-0.0009471,0.0003559,0.0001589
MsgID.GLOBAL_POSITION,0.0000000,-122.3974916,37.7920270,6.1020000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,93.8750000,-50.3791542,-3.4044783,-6.1023026
MsgID.LOCAL_VELOCITY,93.8750000,-0.0026859,-0.0001400,-0.0002143
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974903,37.7920267,6.0740000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,94.1250000,-50.4128799,-3.2939312,-6.0748363
MsgID.LOCAL_VELOCITY,94.1250000,-0.0024474,-0.0001278,0.0000158
MsgID.GLOBAL_POSITION,0.0000000,-122.3974912,37.7920267,6.0360000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,94.3750000,-50.4124832,-3.3739355,-6.0360537
MsgID.LOCAL_VELOCITY,94.3750000,-0.0014267,0.0000349,-0.0001343
MsgID.GLOBAL_POSITION,0.0000000,-122.3974911,37.7920275,5.9960000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,94.6250000,-50.3201485,-3.3630888,-5.9966292
MsgID.LOCAL_VELOCITY,94.6250000,-0.0015395,-0.0003190,-0.0000366
MsgID.GLOBAL_POSITION,0.0000000,-122.3974898,37.7920278,5.9550000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,94.8760000,-50.2900581,-3.2523022,-5.9553905
MsgID.LOCAL_VELOCITY,94.8760000,-0.0022698,-0.0000692,0.0001248
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974891,37.7920265,5.9230000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,95.1260000,-50.4338150,-3.1823010,-5.9233642
MsgID.LOCAL_VELOCITY,95.1260000,-0.0024101,0.0000813,-0.0003467
MsgID.GLOBAL_POSITION,0.0000000,-122.3974881,37.7920270,5.8980000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,95.3760000,-50.3766632,-3.0948462,-5.8987122
MsgID.LOCAL_VELOCITY,95.3760000,-0.0018660,0.0002801,0.0003433
MsgID.GLOBAL_POSITION,0.0000000,-122.3974889,37.7920261,5.8850000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,95.6260000,-50.4751816,-3.1680322,-5.8858943
MsgID.LOCAL_VELOCITY,95.6260000,-0.0009072,0.0000914,0.0002039
MsgID.GLOBAL_POSITION,0.0000000,-122.3974901,37.7920251,5.8850000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,95.8760000,-50.5897102,-3.2779589,-5.8858824
MsgID.LOCAL_VELOCITY,95.8760000,-0.0025680,0.0000502,-0.0002022
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974902,37.7920265,5.8980000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,96.1260000,-50.4376373,-3.2826018,-5.8982029
MsgID.LOCAL_VELOCITY,96.1260000,-0.0016827,0.0001910,0.0000700
MsgID.GLOBAL_POSITION,0.0000000,-122.3974905,37.7920270,5.9210000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,96.3760000,-50.3850136,-3.3075538,-5.9218388
MsgID.LOCAL_VELOCITY,96.3760000,-0.0009192,-0.0004734,-0.0000786
MsgID.GLOBAL_POSITION,0.0000000,-122.3974900,37.7920267,5.9490000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,96.6260000,-50.4130249,-3.2696118,-5.9497542
MsgID.LOCAL_VELOCITY,96.6260000,-0.0011696,-0.0002028,-0.0000929
MsgID.GLOBAL_POSITION,0.0000000,-122.3974888,37.7920267,5.9800000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,96.8760000,-50.4101982,-3.1558287,-5.9802365
MsgID.LOCAL_VELOCITY,96.8760000,-0.0012795,0.0003341,-0.0004346
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974903,37.7920277,6.0050000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,97.1260000,-50.2984619,-3.2936416,-6.0051327
MsgID.LOCAL_VELOCITY,97.1260000,-0.0013547,-0.0000116,-0.0000932
MsgID.GLOBAL_POSITION,0.0000000,-122.3974897,37.7920276,6.0230000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,97.3770000,-50.3110733,-3.2402470,-6.0237665
MsgID.LOCAL_VELOCITY,97.3770000,-0.0024100,0.0001069,-0.0003362
MsgID.GLOBAL_POSITION,0.0000000,-122.3974899,37.7920260,6.0330000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,97.6260000,-50.4881935,-3.2552130,-6.0331955
MsgID.LOCAL_VELOCITY,97.6260000,-0.0023827,0.0000676,-0.0001211
MsgID.GLOBAL_POSITION,0.0000000,-122.3974902,37.7920265,6.0360000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,97.8770000,-50.4385262,-3.2818096,-6.0365672
MsgID.LOCAL_VELOCITY,97.8770000,-0.0017423,0.0001124,-0.0003194
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974891,37.7920271,6.0360000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,98.1270000,-50.3632507,-3.1830597,-6.0368695
MsgID.LOCAL_VELOCITY,98.1270000,-0.0022395,-0.0001647,0.0002476
MsgID.GLOBAL_POSITION,0.0000000,-122.3974897,37.7920268,6.0360000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,98.3770000,-50.3982277,-3.2357049,-6.0368690
MsgID.LOCAL_VELOCITY,98.3770000,-0.0016536,-0.0000068,0.0001251
MsgID.GLOBAL_POSITION,0.0000000,-122.3974916,37.7920267,6.0360000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,98.6270000,-50.4129791,-3.4115391,-6.0368695
MsgID.LOCAL_VELOCITY,98.6270000,-0.0024168,-0.0000265,-0.0002189
MsgID.GLOBAL_POSITION,0.0000000,-122.3974901,37.7920267,6.0360000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,98.8770000,-50.4128571,-3.2714007,-6.0368695
MsgID.LOCAL_VELOCITY,98.8770000,-0.0023121,-0.0001301,0.0001326
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974915,37.7920267,6.0360000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,99.1280000,-50.4130249,-3.4031625,-6.0368476
MsgID.LOCAL_VELOCITY,99.1280000,-0.0023305,-0.0000040,-0.0000362
MsgID.GLOBAL_POSITION,0.0000000,-122.3974912,37.7920268,6.0350000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,99.3780000,-50.4030037,-3.3724654,-6.0359445
MsgID.LOCAL_VELOCITY,99.3780000,-0.0025933,0.0001437,-0.0002874
MsgID.GLOBAL_POSITION,0.0000000,-122.3974910,37.7920279,6.0320000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,99.6280000,-50.2796249,-3.3528554,-6.0325837
MsgID.LOCAL_VELOCITY,99.6280000,-0.0024450,-0.0003716,0.0000729
MsgID.GLOBAL_POSITION,0.0000000,-122.3974908,37.7920274,6.0250000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,99.8780000,-50.3373184,-3.3390205,-6.0250020
MsgID.LOCAL_VELOCITY,99.8780000,-0.0026497,-0.0001971,-0.0000257
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974902,37.7920268,6.0150000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,100.1290000,-50.4023094,-3.2838485,-6.0157471
MsgID.LOCAL_VELOCITY,100.1290000,-0.0019886,-0.0003068,0.0002878
MsgID.GLOBAL_POSITION,0.0000000,-122.3974902,37.7920273,6.0050000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,100.3790000,-50.3487587,-3.2829175,-6.0056338
MsgID.LOCAL_VELOCITY,100.3790000,-0.0010391,-0.0000130,-0.0001083
MsgID.GLOBAL_POSITION,0.0000000,-122.3974902,37.7920272,5.9990000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,100.6290000,-50.3539200,-3.2826023,-5.9996653
MsgID.LOCAL_VELOCITY,100.6290000,-0.0012725,-0.0005046,0.0000985
MsgID.GLOBAL_POSITION,0.0000000,-122.3974902,37.7920263,6.0000000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,100.8780000,-50.4614525,-3.2826023,-6.0006404
MsgID.LOCAL_VELOCITY,100.8780000,-0.0022485,-0.0002095,0.0001303
MsgID.STATE,0.0000000,False,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974902,37.7920253,5.9890000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.6300000
MsgID.LOCAL_POSITION,101.1290000,-50.5713387,-3.2829103,-5.9893794
MsgID.LOCAL_VELOCITY,101.1290000,0.0081841,-0.0011169,0.6340188
MsgID.GLOBAL_POSITION,0.0000000,-122.3974902,37.7920254,5.5140000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,3.0900000
MsgID.LOCAL_POSITION,101.3800000,-50.5612793,-3.2830582,-5.5149388
MsgID.LOCAL_VELOCITY,101.3800000,0.0076624,-0.0010457,3.0950682
MsgID.GLOBAL_POSITION,0.0000000,-122.3974906,37.7920266,4.5580000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,5.1700000
MsgID.LOCAL_POSITION,101.6300000,-50.4213181,-3.3195691,-4.5589056
MsgID.LOCAL_VELOCITY,101.6300000,0.0072216,-0.0009856,5.1743627
MsgID.GLOBAL_POSITION,0.0000000,-122.3974906,37.7920280,2.9370000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,7.3500000
MsgID.LOCAL_POSITION,101.8800000,-50.2672462,-3.3190398,-2.9372032
MsgID.LOCAL_VELOCITY,101.8800000,0.0067604,-0.0009226,7.3500652
MsgID.STATE,0.0000000,False,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974904,37.7920280,1.0200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,9.1700000
MsgID.LOCAL_POSITION,102.1300000,-50.2707291,-3.3016753,-1.0202892
MsgID.LOCAL_VELOCITY,102.1300000,0.0063738,-0.0008699,9.1732149
MsgID.GLOBAL_POSITION,0.0000000,-122.3974845,37.7920305,0.6870000
MsgID.LOCAL_VELOCITY,0.0000000,0.8100000,1.0500000,0.0200000
MsgID.LOCAL_POSITION,102.3800000,-49.9880447,-2.7790661,-0.6871172
MsgID.LOCAL_VELOCITY,102.3800000,0.8157210,1.0558243,0.0287674
MsgID.GLOBAL_POSITION,0.0000000,-122.3974838,37.7920306,0.6810000
MsgID.LOCAL_VELOCITY,0.0000000,0.0300000,0.0000000,-0.0100000
MsgID.LOCAL_POSITION,102.6300000,-49.9772606,-2.7129998,-0.6815354
MsgID.LOCAL_VELOCITY,102.6300000,0.0344531,-0.0042803,-0.0141551
MsgID.GLOBAL_POSITION,0.0000000,-122.3974839,37.7920301,0.6810000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,102.8800000,-50.0323143,-2.7201710,-0.6815059
MsgID.LOCAL_VELOCITY,102.8800000,0.0014300,0.0000335,-0.0000438
MsgID.STATE,0.0000000,False,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974854,37.7920301,0.6680000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,103.1300000,-50.0393677,-2.8579421,-0.6685025
MsgID.LOCAL_VELOCITY,103.1300000,0.0014594,-0.0000064,0.0000282
MsgID.GLOBAL_POSITION,0.0000000,-122.3974866,37.7920315,0.6420000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,103.3800000,-49.8759117,-2.9652922,-0.6422870
MsgID.LOCAL_VELOCITY,103.3800000,0.0014193,-0.0000071,-0.0000314
MsgID.GLOBAL_POSITION,0.0000000,-122.3974854,37.7920309,0.6110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,103.6310000,-49.9452972,-2.8528659,-0.6116442
MsgID.LOCAL_VELOCITY,103.6310000,0.0014333,-0.0000863,-0.0000713
MsgID.GLOBAL_POSITION,0.0000000,-122.3974869,37.7920299,0.5740000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,103.8810000,-50.0536919,-2.9915919,-0.5744907
MsgID.LOCAL_VELOCITY,103.8810000,0.0014491,-0.0000811,-0.0000600
MsgID.STATE,0.0000000,False,False
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974854,37.7920299,0.5410000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,104.1310000,-50.0582657,-2.8573472,-0.5419118
MsgID.LOCAL_VELOCITY,104.1310000,0.0014300,0.0000196,-0.0000867
MsgID.GLOBAL_POSITION,0.0000000,-122.3974845,37.7920297,0.5110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,104.3800000,-50.0763550,-2.7797513,-0.5119298
MsgID.LOCAL_VELOCITY,104.3800000,0.0014148,-0.0000101,-0.0000486
MsgID.GLOBAL_POSITION,0.0000000,-122.3974853,37.7920298,0.4910000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,104.6310000,-50.0696030,-2.8460789,-0.4911684
MsgID.LOCAL_VELOCITY,104.6310000,0.0014703,-0.0000434,-0.0000412
MsgID.GLOBAL_POSITION,0.0000000,-122.3974839,37.7920311,0.4770000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,104.8810000,-49.9265251,-2.7254231,-0.4770289
MsgID.LOCAL_VELOCITY,104.8810000,0.0013871,0.0000223,-0.0000091
MsgID.STATE,0.0000000,False,False
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974836,37.7920301,0.4710000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,105.1310000,-50.0382614,-2.7001464,-0.4712031
MsgID.LOCAL_VELOCITY,105.1310000,0.0014662,-0.0000252,-0.0000692
MsgID.GLOBAL_POSITION,0.0000000,-122.3974845,37.7920301,0.4730000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,105.3810000,-50.0370064,-2.7754571,-0.4735004
MsgID.LOCAL_VELOCITY,105.3810000,0.0014333,-0.0000863,-0.0000713
MsgID.GLOBAL_POSITION,0.0000000,-122.3974868,37.7920303,0.4850000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,105.6310000,-50.0128136,-2.9817283,-0.4851365
MsgID.LOCAL_VELOCITY,105.6310000,0.0014089,0.0000254,-0.0000941
MsgID.GLOBAL_POSITION,0.0000000,-122.3974844,37.7920299,0.5100000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,105.8820000,-50.0572548,-2.7716119,-0.5101877
MsgID.LOCAL_VELOCITY,105.8820000,0.0014163,0.0000408,0.0000526
MsgID.STATE,0.0000000,False,False
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974844,37.7920299,0.5420000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,106.1320000,-50.0582695,-2.7658279,-0.5427676
MsgID.LOCAL_VELOCITY,106.1320000,0.0014296,-0.0000096,-0.0001156
MsgID.GLOBAL_POSITION,0.0000000,-122.3974865,37.7920299,0.5830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,106.3820000,-50.0582657,-2.9573624,-0.5835955
MsgID.LOCAL_VELOCITY,106.3820000,0.0014408,-0.0000293,-0.0000773
MsgID.GLOBAL_POSITION,0.0000000,-122.3974857,37.7920299,0.6230000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,106.6320000,-50.0582657,-2.8860347,-0.6233081
MsgID.LOCAL_VELOCITY,106.6320000,0.0014241,-0.0000043,0.0000317
MsgID.GLOBAL_POSITION,0.0000000,-122.3974845,37.7920296,0.6580000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,106.8830000,-50.0923882,-2.7782757,-0.6585280
MsgID.LOCAL_VELOCITY,106.8830000,0.0014168,-0.0000013,-0.0000676
MsgID.STATE,0.0000000,False,False
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974834,37.7920285,0.6780000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,107.1340000,-50.2173271,-2.6775753,-0.6782848
MsgID.LOCAL_VELOCITY,107.1340000,0.0014369,0.0000122,-0.0000933
MsgID.GLOBAL_POSITION,0.0000000,-122.3974846,37.7920283,0.6830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,107.3850000,-50.2300720,-2.7876768,-0.6836138
MsgID.LOCAL_VELOCITY,107.3850000,0.0014643,-0.0000283,0.0000166
MsgID.GLOBAL_POSITION,0.0000000,-122.3974869,37.7920288,0.6730000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,107.6350000,-50.1836624,-2.9891794,-0.6732846
MsgID.LOCAL_VELOCITY,107.6350000,0.0014176,-0.0000552,-0.0001187
